0,185.8442,57.8251
1,185.5873,42.1069
2,186.0067,40.0675
3,186.3088,55.1955
4,185.617,42.0796
5,186.1066,46.6098
6,185.5942,39.337
7,186.2897,57.2594
8,185.5568,57.5231
9,186.1728,41.8324
10,185.6109,60.4751
11,186.0216,44.8674
12,186.1893,46.6138
13,185.58,44.8353
14,186.2598,53.6696
15,185.9487,50.0521
16,185.9177,38.33
17,185.66,59.0012
18,185.8054,52.144
19,185.9264,46.4975
20,186.39,38.386
21,186.3582,42.8082
22,185.9042,55.8081
23,185.609,41.3493
24,186.1231,54.6575
25,185.6918,56.6623
26,186.007,54.1525
27,185.7401,54.3587
28,186.4179,54.3175
29,185.8318,45.0834
30,186.2173,57.4074
31,185.7695,53.5254
32,186.3906,59.6811
33,186.3421,47.0962
34,185.5604,57.2743
35,186.359,43.375
36,185.5978,52.0888
37,185.687,51.6018
38,186.0357,47.4948
39,186.1073,40.1063
40,186.2047,42.7387
41,186.2124,57.3757
42,185.8694,58.8036
43,186.2009,44.1642
44,185.9847,41.9796
45,185.9383,59.3922
46,185.9633,42.0497
47,186.1687,48.4826
48,186.0027,53.9996
49,186.0413,40.4324
50,186.0587,59.6764
51,185.7791,57.984
52,186.2996,41.1338
53,186.3876,49.9865
54,186.085,38.0906
55,186.3505,55.332
56,186.2039,60.3179
57,185.67,48.5057
58,185.9014,44.5421
59,185.8081,45.7158
60,185.9277,43.1142
61,185.7795,50.7468
62,186.3024,46.7174
63,185.7735,39.9446
64,186.2646,55.8554
65,186.1817,58.5215
66,186.3519,52.692
67,186.3198,60.5183
68,186.1698,42.6275
69,186.2035,58.9742
70,186.5333,55.5542
71,185.7877,45.1425
72,186.5306,42.0972
73,186.3854,52.4896
74,186.4495,57.9803
75,186.1887,54.2161
76,186.4033,57.6199
77,186.254,54.2872
78,186.133,39.0855
79,185.6848,59.7188
80,185.7183,55.5344
81,185.9413,56.9141
82,185.9565,40.5265
83,185.6201,40.7968
84,186.067,49.5483
85,185.6599,42.0347
86,186.1952,39.5848
87,185.9694,51.8396
88,186.4762,53.2485
89,185.7665,42.9306
90,185.7498,58.0243
91,186.2132,52.4055
92,185.7327,55.1963
93,186.3987,51.7342
94,185.8452,60.6503
95,185.6684,55.7073
96,186.0534,48.5875
97,185.8758,57.5268
98,186.0087,44.6817
99,186.1617,43.1001
100,185.7456,56.5601
101,186.3008,53.2448
102,185.9305,52.0721
103,185.856,45.3019
104,185.8245,53.2478
105,186.156,46.465
106,186.1068,43.2635
107,186.3403,51.7697
108,186.1137,44.4091
109,185.8135,42.714
110,186.029,55.041
111,186.1309,40.4326
112,186.4061,56.6641
113,186.1823,49.464
114,186.175,41.6559
115,186.4321,48.8051
116,186.2412,58.8841
117,185.9063,37.9178
118,186.1277,40.5568
119,186.2192,42.4869
120,185.7256,47.4249
121,186.113,48.2472
122,186.1703,58.3605
123,186.2497,56.5152
124,185.9293,39.1061
125,186.3007,39.2738
126,185.7965,41.5497
127,186.2562,40.2742
128,186.1988,56.7636
129,186.1229,53.314
130,186.3572,38.6913
131,185.6402,53.9488
132,186.1344,56.3887
133,186.3713,52.1413
134,186.2437,41.4056
135,186.2379,60.5929
136,186.3497,58.1376
137,186.2448,57.725
138,185.9634,60.3536
139,186.1386,40.4402
140,186.4933,47.9945
141,185.7503,44.7345
142,186.2342,54.1604
143,185.8421,39.7523
144,186.5043,39.9575
145,185.9806,45.9441
146,185.8611,50.2501
147,185.7929,44.2749
148,185.7519,44.2138
149,186.4638,45.9556
150,186.1509,55.0829
151,185.6345,39.8862
152,186.2019,54.0145
153,185.6858,45.8472
154,185.6749,47.5025
155,186.1967,49.7285
156,185.9187,44.1654
157,186.528,42.8396
158,185.8245,48.3574
159,185.822,48.1741
160,185.861,49.3412
161,186.1947,54.2873
162,185.8094,57.0616
163,185.6614,57.8176
164,185.9196,40.888
165,186.296,45.986
166,185.711,46.5076
167,186.3019,52.3851
168,186.4068,60.3641
169,185.7003,41.6163
170,185.7799,51.8377
171,185.9474,53.8236
172,185.7822,44.5678
173,185.8642,58.6326
174,185.8575,58.1274
175,186.2371,52.4718
176,186.1937,49.7531
177,186.0586,58.2063
178,186.0322,51.823
179,186.2767,54.6989
180,185.5754,55.4719
181,185.8571,56.4854
182,185.6413,60.128
183,186.2478,44.1881
184,186.1501,43.5153
185,185.7247,45.0722
186,186.4194,41.6574
187,186.1617,52.3986
188,185.6976,53.6083
189,185.8166,48.4164
190,185.7306,44.878
191,185.7153,58.1381
192,186.2294,53.9801
193,186.4153,56.572
194,186.2817,49.4852
195,185.8695,46.5264
196,185.7553,45.5231
197,185.911,48.7295
198,186.3184,52.45
199,185.952,56.531
200,186.342,57.8692
201,186.0369,52.2483
202,185.9407,38.7285
203,186.2777,56.8254
204,186.41,54.386
205,185.7529,38.0265
206,186.0968,51.6236
207,185.523,41.3798
208,185.8119,45.6855
209,185.5553,50.0187
210,186.2213,44.7297
211,185.9901,51.5647
212,185.6228,58.8481
213,186.1351,60.4905
214,186.3582,51.7515
215,185.8783,41.9294
216,185.9607,57.8687
217,185.6629,57.7919
218,185.8275,41.331
219,185.8196,44.735
220,186.0617,58.8371
221,185.872,52.5825
222,186.0698,56.7747
223,185.6065,48.0292
224,185.6288,45.1033
225,186.1273,59.6766
226,185.917,57.6735
227,185.5198,56.5493
228,185.6099,50.9957
229,185.6477,59.9647
230,185.5243,39.1155
231,185.9537,48.2046
232,185.566,53.2674
233,185.5883,45.3755
234,185.7708,44.5176
235,186.1356,48.9145
236,186.0553,45.3702
237,186.2466,58.9072
238,185.7136,49.2756
239,185.8662,45.842
240,185.4854,40.9327
241,185.5053,57.15
242,185.4221,55.5913
243,185.7993,59.6121
244,185.8214,41.1093
245,186.265,60.8803
246,186.2667,50.0469
247,185.9926,49.199
248,185.8595,50.8197
249,185.4222,58.221
250,185.7668,40.9397
251,186.1895,52.6599
252,185.3984,46.1822
253,186.2963,59.144
254,185.48,48.6197
255,186.2251,48.2625
256,185.943,54.8891
257,185.8938,59.9231
258,185.8794,50.3548
259,185.6881,56.2901
260,186.123,54.7555
261,186.0646,59.5051
262,185.9512,57.0295
263,185.4027,45.0564
264,185.5251,53.4826
265,185.7011,49.7217
266,185.7413,56.1157
267,185.8141,53.1819
268,185.9992,55.9191
269,185.3403,50.8487
270,186.2378,48.701
271,185.6951,42.0271
272,186.0096,51.2684
273,186.0413,49.6602
274,185.6256,48.8081
275,185.8325,59.6388
276,185.2959,38.6902
277,185.4311,49.7653
278,185.3206,41.738
279,186.1636,44.8956
280,186.182,46.1066
281,186.1059,42.9263
282,185.3148,57.863
283,185.9671,46.1469
284,185.5598,44.7898
285,185.862,55.6299
286,185.2726,54.6017
287,185.9557,50.449
288,185.2601,42.9152
289,185.3638,38.7226
290,185.6109,45.5891
291,185.5452,60.8392
292,185.4603,47.3112
293,185.8384,57.1844
294,185.6503,51.8715
295,186.081,52.3842
296,185.5531,59.9229
297,186.0571,54.6166
298,185.6196,53.9232
299,185.8318,43.6998
300,186.0779,44.561
301,186.0505,46.199
302,185.6607,60.8893
303,186.073,53.3495
304,186.0252,41.3503
305,185.7553,55.6634
306,185.2078,37.9632
307,186.0038,51.8008
308,185.9783,55.3117
309,185.6159,40.0513
310,185.3618,57.4992
311,185.9452,57.5207
312,185.773,42.3931
313,185.578,54.6908
314,185.7078,46.8369
315,185.2055,47.9742
316,185.1634,49.1147
317,185.1691,52.861
318,186.0008,51.4782
319,185.9959,50.2314
320,185.6453,55.7587
321,185.9457,52.7631
322,185.5275,47.8559
323,185.7022,40.6806
324,185.8634,59.7519
325,185.3577,39.5672
326,185.0743,45.6904
327,185.1958,48.8546
328,185.7202,60.692
329,185.6656,50.0462
330,185.5233,40.9181
331,185.7134,45.7613
332,185.3543,59.8948
333,185.4909,44.5044
334,185.8091,60.4756
335,185.034,43.043
336,185.0715,50.9825
337,185.3881,54.2787
338,185.3707,55.1955
339,185.6812,51.6374
340,185.0659,46.8496
341,185.1419,43.5266
342,185.3502,42.2779
343,185.8268,41.7979
344,185.0973,46.9114
345,185.7331,45.7916
346,185.0991,55.9198
347,185.3821,45.1695
348,185.7621,55.4136
349,185.7214,55.1862
350,185.8077,47.1905
351,185.5436,58.331
352,185.7163,45.8038
353,185.3204,39.6987
354,185.1248,41.2532
355,185.46,42.0304
356,185.4961,54.1074
357,185.4095,54.4352
358,185.6764,59.8093
359,185.5665,60.6855
360,185.4266,42.0377
361,184.9581,57.2344
362,185.204,48.3536
363,184.8545,45.8319
364,185.2047,59.5298
365,184.9767,58.4559
366,184.8961,46.0604
367,185.6889,56.2887
368,185.4806,45.44
369,185.2555,47.9
370,185.4968,59.351
371,185.1657,58.4726
372,185.1113,58.2319
373,185.0925,47.8782
374,185.1188,59.3558
375,185.3834,52.1108
376,184.8219,42.7207
377,185.3516,49.8883
378,185.3666,49.4276
379,184.8472,40.4958
380,184.9288,42.521
381,185.216,51.6714
382,184.836,41.7432
383,185.5787,38.8587
384,185.336,60.0682
385,185.3786,53.9523
386,185.2872,60.0011
387,185.2843,59.0397
388,184.9927,53.191
389,184.7007,43.2423
390,185.3259,45.4446
391,185.1912,40.6427
392,184.9606,56.9371
393,184.8719,40.386
394,185.0161,50.7652
395,184.7822,41.6431
396,184.7728,46.0776
397,185.1064,39.8499
398,185.4518,51.4607
399,185.1025,60.7461
400,184.6108,47.5241
401,184.8453,52.2624
402,184.9004,47.4179
403,185.3285,48.1058
404,184.7853,47.376
